moduleId/I, z_cm/D, r_cm/D, eta/D, phi/D, sensorSpacing_cm/D
50638, 29.476400, 21.972200, 1.103521, 2.356194, 0.259998
50639, 32.499001, 21.367800, 1.206319, 2.356194, 0.260000
50640, 37.420700, 21.972200, 1.302387, 2.356194, 0.259998
50641, 40.134399, 21.367800, 1.387830, 2.356194, 0.260000
50642, 45.165600, 21.972200, 1.468218, 2.356194, 0.259998
50643, 47.578201, 21.367800, 1.540626, 2.356194, 0.260000
50644, 52.716000, 21.972200, 1.609135, 2.356194, 0.259998
50645, 54.835098, 21.367800, 1.671558, 2.356194, 0.260000
50646, 60.076900, 21.972200, 1.730872, 2.356194, 0.259998
50647, 61.909801, 21.367800, 1.785473, 2.356194, 0.260000
50648, 67.252998, 21.972200, 1.837507, 2.356194, 0.259998
50649, 68.806900, 21.367800, 1.885848, 2.356194, 0.260000
50650, 74.249001, 21.972200, 1.932001, 2.356194, 0.259998
50651, 75.530800, 21.367800, 1.975236, 2.356194, 0.260000
50652, 81.069298, 21.972200, 2.016551, 2.356194, 0.259998
50653, 82.085899, 21.367800, 2.055554, 2.356194, 0.260000
50654, 87.718399, 21.972200, 2.092830, 2.356194, 0.259998
50655, 88.476501, 21.367800, 2.128272, 2.356194, 0.260000
50656, 94.200600, 21.972200, 2.162127, 2.356194, 0.259998
50657, 94.706703, 21.367800, 2.194537, 2.356194, 0.260000
50658, 100.519997, 21.972200, 2.225462, 2.356194, 0.259998
50659, 100.779999, 21.367800, 2.255256, 2.356194, 0.260000
50660, 106.681000, 21.972200, 2.283652, 2.356194, 0.259998
50661, 106.702003, 21.367800, 2.311180, 2.356194, 0.260000
50662, 112.686996, 21.972200, 2.337355, 2.356194, 0.259998
50700, -112.686996, 23.814800, -2.258437, 2.748893, 0.259998
50701, -106.702003, 23.210400, -2.230211, 2.748893, 0.260000
50702, -106.681000, 23.814800, -2.204915, 2.748893, 0.259998
50703, -100.780998, 23.210400, -2.174500, 2.748893, 0.260000
50704, -100.521004, 23.814800, -2.146952, 2.748893, 0.259998
50705, -94.707397, 23.210400, -2.114027, 2.748893, 0.260000
50706, -94.201401, 23.814800, -2.083883, 2.748893, 0.259998
50707, -88.477501, 23.210400, -2.048072, 2.748893, 0.260000
50708, -87.719597, 23.814800, -2.014922, 2.748893, 0.259998
50709, -82.087196, 23.210400, -1.975742, 2.748893, 0.260000
50710, -81.070702, 23.814800, -1.939068, 2.748893, 0.259998
50711, -75.532303, 23.210400, -1.895919, 2.748893, 0.260000
50712, -74.250702, 23.814800, -1.855066, 2.748893, 0.259998
50713, -68.808701, 23.210400, -1.807180, 2.748893, 0.260000
50714, -67.255096, 23.814800, -1.761300, 2.748893, 0.259998
50715, -61.911900, 23.210400, -1.707676, 2.748893, 0.260000
50716, -60.079300, 23.814800, -1.655655, 2.748893, 0.259998
50717, -54.837502, 23.210400, -1.594967, 2.748893, 0.260000
50718, -52.718700, 23.814800, -1.535313, 2.748893, 0.259998
50719, -47.581001, 23.210400, -1.465769, 2.748893, 0.260000
50720, -45.168598, 23.814800, -1.396442, 2.748893, 0.259998
50721, -40.137600, 23.210400, -1.315579, 2.748893, 0.260000
50722, -37.424099, 23.814800, -1.233762, 2.748893, 0.259998
50723, -32.502499, 23.210400, -1.138181, 2.748893, 0.260000
50724, -29.480200, 23.814800, -1.040008, 2.748893, 0.259998
50725, -24.670799, 23.210400, -0.925172, 2.748893, 0.260000
50726, -21.331600, 23.814800, -0.805689, 2.748893, 0.259998
50727, -16.637400, 23.210400, -0.666382, 2.748893, 0.260000
50728, -12.973300, 23.814800, -0.520882, 2.748893, 0.259998
50729, -8.397160, 23.210400, -0.354324, 2.748893, 0.260000
50730, -4.399700, 23.814800, -0.183711, 2.748893, 0.259998
50731, 0.055278, 23.210400, 0.002382, 2.748893, 0.260000
50732, 4.394800, 23.814800, 0.183509, 2.748893, 0.259998
50733, 8.392580, 23.210400, 0.354138, 2.748893, 0.260000
50734, 12.968800, 23.814800, 0.520716, 2.748893, 0.259998
50735, 16.633200, 23.210400, 0.666235, 2.748893, 0.260000
50736, 21.327499, 23.814800, 0.805560, 2.748893, 0.259998
50737, 24.666901, 23.210400, 0.925057, 2.748893, 0.260000
50738, 29.476400, 23.814800, 1.039908, 2.748893, 0.259998
50739, 32.499001, 23.210400, 1.138093, 2.748893, 0.260000
50740, 37.420700, 23.814800, 1.233685, 2.748893, 0.259998
50741, 40.134399, 23.210400, 1.315510, 2.748893, 0.260000
50742, 45.165600, 23.814800, 1.396383, 2.748893, 0.259998
50743, 47.578201, 23.210400, 1.465716, 2.748893, 0.260000
50744, 52.716000, 23.814800, 1.535266, 2.748893, 0.259998
50745, 54.835098, 23.210400, 1.594927, 2.748893, 0.260000
50746, 60.076900, 23.814800, 1.655618, 2.748893, 0.259998
50747, 61.909801, 23.210400, 1.707644, 2.748893, 0.260000
50748, 67.252998, 23.814800, 1.761271, 2.748893, 0.259998
50749, 68.806900, 23.210400, 1.807156, 2.748893, 0.260000
50750, 74.249001, 23.814800, 1.855044, 2.748893, 0.259998
50751, 75.530800, 23.210400, 1.895900, 2.748893, 0.260000
50752, 81.069298, 23.814800, 1.939051, 2.748893, 0.259998
50753, 82.085899, 23.210400, 1.975727, 2.748893, 0.260000
50754, 87.718399, 23.814800, 2.014909, 2.748893, 0.259998
50755, 88.476501, 23.210400, 2.048061, 2.748893, 0.260000
50756, 94.200600, 23.814800, 2.083875, 2.748893, 0.259998
50757, 94.706703, 23.210400, 2.114020, 2.748893, 0.260000
50758, 100.519997, 23.814800, 2.146942, 2.748893, 0.259998
50759, 100.779999, 23.210400, 2.174491, 2.748893, 0.260000
50760, 106.681000, 23.814800, 2.204915, 2.748893, 0.259998
50761, 106.702003, 23.210400, 2.230211, 2.748893, 0.260000
50762, 112.686996, 23.814800, 2.258437, 2.748893, 0.259998
50800, -112.686996, 21.972200, -2.337355, -3.141593, 0.260000
50801, -106.702003, 21.367800, -2.311180, -3.141593, 0.260000
50802, -106.681000, 21.972200, -2.283652, -3.141593, 0.260000
50803, -100.780998, 21.367800, -2.255265, -3.141593, 0.260000
50804, -100.521004, 21.972200, -2.225472, -3.141593, 0.260000
50805, -94.707397, 21.367800, -2.194544, -3.141593, 0.260000
50806, -94.201401, 21.972200, -2.162136, -3.141593, 0.260000
50807, -88.477501, 21.367800, -2.128283, -3.141593, 0.260000
50808, -87.719597, 21.972200, -2.092843, -3.141593, 0.260000
50809, -82.087196, 21.367800, -2.055569, -3.141593, 0.260000
50810, -81.070702, 21.972200, -2.016568, -3.141593, 0.260000
50811, -75.532303, 21.367800, -1.975255, -3.141593, 0.260000
50812, -74.250702, 21.972200, -1.932023, -3.141593, 0.260000
50813, -68.808701, 21.367800, -1.885873, -3.141593, 0.260000
50814, -67.255096, 21.972200, -1.837536, -3.141593, 0.260000
50815, -61.911900, 21.367800, -1.785505, -3.141593, 0.260000
50816, -60.079300, 21.972200, -1.730910, -3.141593, 0.260000
50817, -54.837502, 21.367800, -1.671599, -3.141593, 0.260000
50818, -52.718700, 21.972200, -1.609183, -3.141593, 0.260000
50819, -47.581001, 21.367800, -1.540679, -3.141593, 0.260000
50820, -45.168598, 21.972200, -1.468278, -3.141593, 0.260000
50821, -40.137600, 21.367800, -1.387900, -3.141593, 0.260000
50822, -37.424099, 21.972200, -1.302466, -3.141593, 0.260000
50823, -32.502499, 21.367800, -1.206409, -3.141593, 0.260000
50824, -29.480200, 21.972200, -1.103625, -3.141593, 0.260000
50825, -24.670799, 21.367800, -0.986567, -3.141593, 0.260000
50826, -21.331600, 21.972200, -0.860607, -3.141593, 0.260000
50827, -16.637400, 21.367800, -0.715886, -3.141593, 0.260000
50828, -12.973300, 21.972200, -0.560611, -3.141593, 0.260000
50829, -8.397160, 21.367800, -0.383511, -3.141593, 0.260000
50830, -4.399700, 21.972200, -0.198925, -3.141593, 0.260000
50831, 0.055278, 21.367800, 0.002587, -3.141593, 0.260000
50832, 4.394800, 21.972200, 0.198706, -3.141593, 0.260000
50833, 8.392580, 21.367800, 0.383312, -3.141593, 0.260000
50834, 12.968800, 21.972200, 0.560435, -3.141593, 0.260000
50835, 16.633200, 21.367800, 0.715731, -3.141593, 0.260000
50836, 21.327499, 21.972200, 0.860473, -3.141593, 0.260000
50837, 24.666901, 21.367800, 0.986448, -3.141593, 0.260000
50838, 29.476400, 21.972200, 1.103521, -3.141593, 0.260000
50839, 32.499001, 21.367800, 1.206319, 3.141593, 0.260000
50840, 37.420700, 21.972200, 1.302387, 3.141593, 0.260000
50841, 40.134399, 21.367800, 1.387830, 3.141593, 0.260000
50842, 45.165600, 21.972200, 1.468218, 3.141593, 0.260000
50843, 47.578201, 21.367800, 1.540626, 3.141593, 0.260000
50844, 52.716000, 21.972200, 1.609135, 3.141593, 0.260000
50845, 54.835098, 21.367800, 1.671558, 3.141593, 0.260000
50846, 60.076900, 21.972200, 1.730872, 3.141593, 0.260000
50847, 61.909801, 21.367800, 1.785473, 3.141593, 0.260000
50848, 67.252998, 21.972200, 1.837507, 3.141593, 0.260000
50849, 68.806900, 21.367800, 1.885848, 3.141593, 0.260000
50850, 74.249001, 21.972200, 1.932001, 3.141593, 0.260000
50851, 75.530800, 21.367800, 1.975236, 3.141593, 0.260000
50852, 81.069298, 21.972200, 2.016551, 3.141593, 0.260000
50853, 82.085899, 21.367800, 2.055554, 3.141593, 0.260000
50854, 87.718399, 21.972200, 2.092830, 3.141593, 0.260000
50855, 88.476501, 21.367800, 2.128272, 3.141593, 0.260000
50856, 94.200600, 21.972200, 2.162127, 3.141593, 0.260000
50857, 94.706703, 21.367800, 2.194537, 3.141593, 0.260000
50858, 100.519997, 21.972200, 2.225462, 3.141593, 0.260000
50859, 100.779999, 21.367800, 2.255256, 3.141593, 0.260000
50860, 106.681000, 21.972200, 2.283652, 3.141593, 0.260000
50861, 106.702003, 21.367800, 2.311180, 3.141593, 0.260000
50862, 112.686996, 21.972200, 2.337355, 3.141593, 0.260000
50900, -112.686996, 23.814800, -2.258437, -2.748893, 0.259998
50901, -106.702003, 23.210400, -2.230211, -2.748893, 0.260000
50902, -106.681000, 23.814800, -2.204915, -2.748893, 0.259998
50903, -100.780998, 23.210400, -2.174500, -2.748893, 0.260000
50904, -100.521004, 23.814800, -2.146952, -2.748893, 0.259998
50905, -94.707397, 23.210400, -2.114027, -2.748893, 0.260000
50906, -94.201401, 23.814800, -2.083883, -2.748893, 0.259998
50907, -88.477501, 23.210400, -2.048072, -2.748893, 0.260000
50908, -87.719597, 23.814800, -2.014922, -2.748893, 0.259998
50909, -82.087196, 23.210400, -1.975742, -2.748893, 0.260000
50910, -81.070702, 23.814800, -1.939068, -2.748893, 0.259998
50911, -75.532303, 23.210400, -1.895919, -2.748893, 0.260000
50912, -74.250702, 23.814800, -1.855066, -2.748893, 0.259998
50913, -68.808701, 23.210400, -1.807180, -2.748893, 0.260000
50914, -67.255096, 23.814800, -1.761300, -2.748893, 0.259998
50915, -61.911900, 23.210400, -1.707676, -2.748893, 0.260000
50916, -60.079300, 23.814800, -1.655655, -2.748893, 0.259998
50917, -54.837502, 23.210400, -1.594967, -2.748893, 0.260000
50918, -52.718700, 23.814800, -1.535313, -2.748893, 0.259998
50919, -47.581001, 23.210400, -1.465769, -2.748893, 0.260000
50920, -45.168598, 23.814800, -1.396442, -2.748893, 0.259998
50921, -40.137600, 23.210400, -1.315579, -2.748893, 0.260000
50922, -37.424099, 23.814800, -1.233762, -2.748893, 0.259998
50923, -32.502499, 23.210400, -1.138181, -2.748893, 0.260000
50924, -29.480200, 23.814800, -1.040008, -2.748893, 0.259998
50925, -24.670799, 23.210400, -0.925172, -2.748893, 0.260000
50926, -21.331600, 23.814800, -0.805689, -2.748893, 0.259998
50927, -16.637400, 23.210400, -0.666382, -2.748893, 0.260000
50928, -12.973300, 23.814800, -0.520882, -2.748893, 0.259998
50929, -8.397160, 23.210400, -0.354324, -2.748893, 0.260000
50930, -4.399700, 23.814800, -0.183711, -2.748893, 0.259998
50931, 0.055278, 23.210400, 0.002382, -2.748893, 0.260000
50932, 4.394800, 23.814800, 0.183509, -2.748893, 0.259998
50933, 8.392580, 23.210400, 0.354138, -2.748893, 0.260000
50934, 12.968800, 23.814800, 0.520716, -2.748893, 0.259998
50935, 16.633200, 23.210400, 0.666235, -2.748893, 0.260000
50936, 21.327499, 23.814800, 0.805560, -2.748893, 0.259998
50937, 24.666901, 23.210400, 0.925057, -2.748893, 0.260000
50938, 29.476400, 23.814800, 1.039908, -2.748893, 0.259998
50939, 32.499001, 23.210400, 1.138093, -2.748893, 0.260000
50940, 37.420700, 23.814800, 1.233685, -2.748893, 0.259998
50941, 40.134399, 23.210400, 1.315510, -2.748893, 0.260000
50942, 45.165600, 23.814800, 1.396383, -2.748893, 0.259998
50943, 47.578201, 23.210400, 1.465716, -2.748893, 0.260000
50944, 52.716000, 23.814800, 1.535266, -2.748893, 0.259998
50945, 54.835098, 23.210400, 1.594927, -2.748893, 0.260000
50946, 60.076900, 23.814800, 1.655618, -2.748893, 0.259998
50947, 61.909801, 23.210400, 1.707644, -2.748893, 0.260000
50948, 67.252998, 23.814800, 1.761271, -2.748893, 0.259998
50949, 68.806900, 23.210400, 1.807156, -2.748893, 0.260000
50950, 74.249001, 23.814800, 1.855044, -2.748893, 0.259998
50951, 75.530800, 23.210400, 1.895900, -2.748893, 0.260000
50952, 81.069298, 23.814800, 1.939051, -2.748893, 0.259998
50953, 82.085899, 23.210400, 1.975727, -2.748893, 0.260000
50954, 87.718399, 23.814800, 2.014909, -2.748893, 0.259998
50955, 88.476501, 23.210400, 2.048061, -2.748893, 0.260000
50956, 94.200600, 23.814800, 2.083875, -2.748893, 0.259998
50957, 94.706703, 23.210400, 2.114020, -2.748893, 0.260000
50958, 100.519997, 23.814800, 2.146942, -2.748893, 0.259998
50959, 100.779999, 23.210400, 2.174491, -2.748893, 0.260000
50960, 106.681000, 23.814800, 2.204915, -2.748893, 0.259998
50961, 106.702003, 23.210400, 2.230211, -2.748893, 0.260000
50962, 112.686996, 23.814800, 2.258437, -2.748893, 0.259998
51000, -112.686996, 21.972200, -2.337355, -2.356194, 0.259998
51001, -106.702003, 21.367800, -2.311180, -2.356194, 0.260000
51002, -106.681000, 21.972200, -2.283652, -2.356194, 0.259998
51003, -100.780998, 21.367800, -2.255265, -2.356194, 0.260000
51004, -100.521004, 21.972200, -2.225472, -2.356194, 0.259998
51005, -94.707397, 21.367800, -2.194544, -2.356194, 0.260000
51006, -94.201401, 21.972200, -2.162136, -2.356194, 0.259998
51007, -88.477501, 21.367800, -2.128283, -2.356194, 0.260000
51008, -87.719597, 21.972200, -2.092843, -2.356194, 0.259998
51009, -82.087196, 21.367800, -2.055569, -2.356194, 0.260000
51010, -81.070702, 21.972200, -2.016568, -2.356194, 0.259998
51011, -75.532303, 21.367800, -1.975255, -2.356194, 0.260000
51012, -74.250702, 21.972200, -1.932023, -2.356194, 0.259998
51013, -68.808701, 21.367800, -1.885873, -2.356194, 0.260000
51014, -67.255096, 21.972200, -1.837536, -2.356194, 0.259998
51015, -61.911900, 21.367800, -1.785505, -2.356194, 0.260000
51016, -60.079300, 21.972200, -1.730910, -2.356194, 0.259998
51017, -54.837502, 21.367800, -1.671599, -2.356194, 0.260000
51018, -52.718700, 21.972200, -1.609183, -2.356194, 0.259998
51019, -47.581001, 21.367800, -1.540679, -2.356194, 0.260000
51020, -45.168598, 21.972200, -1.468278, -2.356194, 0.259998
51021, -40.137600, 21.367800, -1.387900, -2.356194, 0.260000
51022, -37.424099, 21.972200, -1.302466, -2.356194, 0.259998
51023, -32.502499, 21.367800, -1.206409, -2.356194, 0.260000
51024, -29.480200, 21.972200, -1.103625, -2.356194, 0.259998
51025, -24.670799, 21.367800, -0.986567, -2.356194, 0.260000
51026, -21.331600, 21.972200, -0.860607, -2.356194, 0.259998
51027, -16.637400, 21.367800, -0.715886, -2.356194, 0.260000
51028, -12.973300, 21.972200, -0.560611, -2.356194, 0.259998
51029, -8.397160, 21.367800, -0.383511, -2.356194, 0.260000
51030, -4.399700, 21.972200, -0.198925, -2.356194, 0.259998
51031, 0.055278, 21.367800, 0.002587, -2.356194, 0.260000
51032, 4.394800, 21.972200, 0.198706, -2.356194, 0.259998
51033, 8.392580, 21.367800, 0.383312, -2.356194, 0.260000
51034, 12.968800, 21.972200, 0.560435, -2.356194, 0.259998
51035, 16.633200, 21.367800, 0.715731, -2.356194, 0.260000
51036, 21.327499, 21.972200, 0.860473, -2.356194, 0.259998
51037, 24.666901, 21.367800, 0.986448, -2.356194, 0.260000
51038, 29.476400, 21.972200, 1.103521, -2.356194, 0.259998
51039, 32.499001, 21.367800, 1.206319, -2.356194, 0.260000
51040, 37.420700, 21.972200, 1.302387, -2.356194, 0.259998
51041, 40.134399, 21.367800, 1.387830, -2.356194, 0.260000
51042, 45.165600, 21.972200, 1.468218, -2.356194, 0.259998
51043, 47.578201, 21.367800, 1.540626, -2.356194, 0.260000
51044, 52.716000, 21.972200, 1.609135, -2.356194, 0.259998
51045, 54.835098, 21.367800, 1.671558, -2.356194, 0.260000
51046, 60.076900, 21.972200, 1.730872, -2.356194, 0.259998
51047, 61.909801, 21.367800, 1.785473, -2.356194, 0.260000
51048, 67.252998, 21.972200, 1.837507, -2.356194, 0.259998
51049, 68.806900, 21.367800, 1.885848, -2.356194, 0.260000
51050, 74.249001, 21.972200, 1.932001, -2.356194, 0.259998
51051, 75.530800, 21.367800, 1.975236, -2.356194, 0.260000
51052, 81.069298, 21.972200, 2.016551, -2.356194, 0.259998
51053, 82.085899, 21.367800, 2.055554, -2.356194, 0.260000
51054, 87.718399, 21.972200, 2.092830, -2.356194, 0.259998
51055, 88.476501, 21.367800, 2.128272, -2.356194, 0.260000
51056, 94.200600, 21.972200, 2.162127, -2.356194, 0.259998
51057, 94.706703, 21.367800, 2.194537, -2.356194, 0.260000
51058, 100.519997, 21.972200, 2.225462, -2.356194, 0.259998
51059, 100.779999, 21.367800, 2.255256, -2.356194, 0.260000
51060, 106.681000, 21.972200, 2.283652, -2.356194, 0.259998
51061, 106.702003, 21.367800, 2.311180, -2.356194, 0.260000
51062, 112.686996, 21.972200, 2.337355, -2.356194, 0.259998
51100, -112.686996, 23.814800, -2.258437, -1.963495, 0.259998
51101, -106.702003, 23.210400, -2.230211, -1.963495, 0.260000
51102, -106.681000, 23.814800, -2.204915, -1.963495, 0.259998
51103, -100.780998, 23.210400, -2.174500, -1.963495, 0.260000
51104, -100.521004, 23.814800, -2.146952, -1.963495, 0.259998
51105, -94.707397, 23.210400, -2.114027, -1.963495, 0.260000
51106, -94.201401, 23.814800, -2.083883, -1.963495, 0.259998
51107, -88.477501, 23.210400, -2.048072, -1.963495, 0.260000
51108, -87.719597, 23.814800, -2.014922, -1.963495, 0.259998
51109, -82.087196, 23.210400, -1.975742, -1.963495, 0.260000
51110, -81.070702, 23.814800, -1.939068, -1.963495, 0.259998
51111, -75.532303, 23.210400, -1.895919, -1.963495, 0.260000
51112, -74.250702, 23.814800, -1.855066, -1.963495, 0.259998
51113, -68.808701, 23.210400, -1.807180, -1.963495, 0.260000
51114, -67.255096, 23.814800, -1.761300, -1.963495, 0.259998
51115, -61.911900, 23.210400, -1.707676, -1.963495, 0.260000
51116, -60.079300, 23.814800, -1.655655, -1.963495, 0.259998
51117, -54.837502, 23.210400, -1.594967, -1.963495, 0.260000
51118, -52.718700, 23.814800, -1.535313, -1.963495, 0.259998
51119, -47.581001, 23.210400, -1.465769, -1.963495, 0.260000
51120, -45.168598, 23.814800, -1.396442, -1.963495, 0.259998
51121, -40.137600, 23.210400, -1.315579, -1.963495, 0.260000
51122, -37.424099, 23.814800, -1.233762, -1.963495, 0.259998
51123, -32.502499, 23.210400, -1.138181, -1.963495, 0.260000
51124, -29.480200, 23.814800, -1.040008, -1.963495, 0.259998
51125, -24.670799, 23.210400, -0.925172, -1.963495, 0.260000
51126, -21.331600, 23.814800, -0.805689, -1.963495, 0.259998
51127, -16.637400, 23.210400, -0.666382, -1.963495, 0.260000
51128, -12.973300, 23.814800, -0.520882, -1.963495, 0.259998
51129, -8.397160, 23.210400, -0.354324, -1.963495, 0.260000
51130, -4.399700, 23.814800, -0.183711, -1.963495, 0.259998
51131, 0.055278, 23.210400, 0.002382, -1.963495, 0.260000
51132, 4.394800, 23.814800, 0.183509, -1.963495, 0.259998
51133, 8.392580, 23.210400, 0.354138, -1.963495, 0.260000
51134, 12.968800, 23.814800, 0.520716, -1.963495, 0.259998
51135, 16.633200, 23.210400, 0.666235, -1.963495, 0.260000
51136, 21.327499, 23.814800, 0.805560, -1.963495, 0.259998
51137, 24.666901, 23.210400, 0.925057, -1.963495, 0.260000
51138, 29.476400, 23.814800, 1.039908, -1.963495, 0.259998
51139, 32.499001, 23.210400, 1.138093, -1.963495, 0.260000
51140, 37.420700, 23.814800, 1.233685, -1.963495, 0.259998
51141, 40.134399, 23.210400, 1.315510, -1.963495, 0.260000
51142, 45.165600, 23.814800, 1.396383, -1.963495, 0.259998
51143, 47.578201, 23.210400, 1.465716, -1.963495, 0.260000
51144, 52.716000, 23.814800, 1.535266, -1.963495, 0.259998
51145, 54.835098, 23.210400, 1.594927, -1.963495, 0.260000
51146, 60.076900, 23.814800, 1.655618, -1.963495, 0.259998
51147, 61.909801, 23.210400, 1.707644, -1.963495, 0.260000
51148, 67.252998, 23.814800, 1.761271, -1.963495, 0.259998
51149, 68.806900, 23.210400, 1.807156, -1.963495, 0.260000
51150, 74.249001, 23.814800, 1.855044, -1.963495, 0.259998
51151, 75.530800, 23.210400, 1.895900, -1.963495, 0.260000
51152, 81.069298, 23.814800, 1.939051, -1.963495, 0.259998
51153, 82.085899, 23.210400, 1.975727, -1.963495, 0.260000
51154, 87.718399, 23.814800, 2.014909, -1.963495, 0.259998
51155, 88.476501, 23.210400, 2.048061, -1.963495, 0.260000
51156, 94.200600, 23.814800, 2.083875, -1.963495, 0.259998
51157, 94.706703, 23.210400, 2.114020, -1.963495, 0.260000
51158, 100.519997, 23.814800, 2.146942, -1.963495, 0.259998
51159, 100.779999, 23.210400, 2.174491, -1.963495, 0.260000
51160, 106.681000, 23.814800, 2.204915, -1.963495, 0.259998
51161, 106.702003, 23.210400, 2.230211, -1.963495, 0.260000
51162, 112.686996, 23.814800, 2.258437, -1.963495, 0.259998
51200, -112.686996, 21.972200, -2.337355, -1.570796, 0.260000
